"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Claiborne County, TN"	"47025"	Suppressed	158227	Suppressed	Suppressed
	"Clay County, TN"	"47027"	Suppressed	38765	Suppressed	Suppressed
	"Cocke County, TN"	"47029"	10	176790	Unreliable	0.0113%
	"Coffee County, TN"	"47031"	10	270973	Unreliable	0.0113%
	"Crockett County, TN"	"47033"	Suppressed	72744	Suppressed	Suppressed
	"Cumberland County, TN"	"47035"	11	291413	Unreliable	0.0124%
	"Davidson County, TN"	"47037"	347	3381491	10.2617	0.3914%
	"Decatur County, TN"	"47039"	Suppressed	58507	Suppressed	Suppressed
	"DeKalb County, TN"	"47041"	Suppressed	96827	Suppressed	Suppressed
	"Dickson County, TN"	"47043"	13	257351	Unreliable	0.0147%
	"Dyer County, TN"	"47045"	Suppressed	189212	Suppressed	Suppressed
	"Fayette County, TN"	"47047"	15	196492	Unreliable	0.0169%
	"Fentress County, TN"	"47049"	Suppressed	89850	Suppressed	Suppressed
	"Franklin County, TN"	"47051"	Suppressed	207332	Suppressed	Suppressed
	"Gibson County, TN"	"47053"	16	246840	Unreliable	0.0180%
	"Giles County, TN"	"47055"	Suppressed	145253	Suppressed	Suppressed
	"Grainger County, TN"	"47057"	Suppressed	114628	Suppressed	Suppressed
	"Greene County, TN"	"47059"	14	342605	Unreliable	0.0158%
	"Grundy County, TN"	"47061"	Suppressed	67114	Suppressed	Suppressed
	"Hamblen County, TN"	"47063"	10	317574	Unreliable	0.0113%
	"Hamilton County, TN"	"47065"	150	1773342	8.4586	0.1692%
	"Hancock County, TN"	"47067"	Suppressed	33085	Suppressed	Suppressed
	"Hardeman County, TN"	"47069"	13	128860	Unreliable	0.0147%
	"Hardin County, TN"	"47071"	Suppressed	129185	Suppressed	Suppressed
	"Hawkins County, TN"	"47073"	Suppressed	283028	Suppressed	Suppressed
	"Haywood County, TN"	"47075"	Suppressed	89858	Suppressed	Suppressed
	"Henderson County, TN"	"47077"	Suppressed	139645	Suppressed	Suppressed
	"Henry County, TN"	"47079"	11	161321	Unreliable	0.0124%
	"Hickman County, TN"	"47081"	Suppressed	122173	Suppressed	Suppressed
	"Houston County, TN"	"47083"	Suppressed	41055	Suppressed	Suppressed
	"Humphreys County, TN"	"47085"	Suppressed	91344	Suppressed	Suppressed
	"Jackson County, TN"	"47087"	Suppressed	57837	Suppressed	Suppressed
	"Jefferson County, TN"	"47089"	Suppressed	265379	Suppressed	Suppressed
	"Johnson County, TN"	"47091"	Suppressed	89111	Suppressed	Suppressed
	"Knox County, TN"	"47093"	117	2262582	5.1711	0.1320%
	"Lake County, TN"	"47095"	Suppressed	37966	Suppressed	Suppressed
	"Lauderdale County, TN"	"47097"	12	134160	Unreliable	0.0135%
	"Lawrence County, TN"	"47099"	Suppressed	213305	Suppressed	Suppressed
	"Lewis County, TN"	"47101"	Suppressed	59660	Suppressed	Suppressed
	"Lincoln County, TN"	"47103"	Suppressed	168409	Suppressed	Suppressed
	"Loudon County, TN"	"47105"	Suppressed	255955	Suppressed	Suppressed
	"McMinn County, TN"	"47107"	17	263333	Unreliable	0.0192%
	"McNairy County, TN"	"47109"	Suppressed	130412	Suppressed	Suppressed
	"Macon County, TN"	"47111"	Suppressed	116410	Suppressed	Suppressed
	"Madison County, TN"	"47113"	60	489827	12.2492	0.0677%
	"Marion County, TN"	"47115"	Suppressed	142139	Suppressed	Suppressed
	"Marshall County, TN"	"47117"	Suppressed	158797	Suppressed	Suppressed
	"Maury County, TN"	"47119"	14	439177	Unreliable	0.0158%
	"Meigs County, TN"	"47121"	Suppressed	59253	Suppressed	Suppressed
	"Monroe County, TN"	"47123"	Suppressed	228479	Suppressed	Suppressed
	"Montgomery County, TN"	"47125"	68	963475	7.0578	0.0767%
	"Moore County, TN"	"47127"	Suppressed	31649	Suppressed	Suppressed
	"Morgan County, TN"	"47129"	Suppressed	108263	Suppressed	Suppressed
	"Obion County, TN"	"47131"	Suppressed	153674	Suppressed	Suppressed
	"Overton County, TN"	"47133"	Suppressed	110295	Suppressed	Suppressed
	"Perry County, TN"	"47135"	Suppressed	39559	Suppressed	Suppressed
	"Pickett County, TN"	"47137"	Suppressed	25575	Suppressed	Suppressed
	"Polk County, TN"	"47139"	Suppressed	83722	Suppressed	Suppressed
	"Putnam County, TN"	"47141"	12	375848	Unreliable	0.0135%
	"Rhea County, TN"	"47143"	Suppressed	162813	Suppressed	Suppressed
	"Roane County, TN"	"47145"	Suppressed	264458	Suppressed	Suppressed
	"Robertson County, TN"	"47147"	14	343374	Unreliable	0.0158%
	"Rutherford County, TN"	"47149"	56	1493955	3.7484	0.0632%
	"Scott County, TN"	"47151"	Suppressed	109888	Suppressed	Suppressed
	"Sequatchie County, TN"	"47153"	Suppressed	73829	Suppressed	Suppressed
	"Sevier County, TN"	"47155"	Suppressed	478937	Suppressed	Suppressed
	"Shelby County, TN"	"47157"	917	4687901	19.5610	1.0343%
	"Smith County, TN"	"47159"	Suppressed	96461	Suppressed	Suppressed
	"Stewart County, TN"	"47161"	Suppressed	66437	Suppressed	Suppressed
	"Sullivan County, TN"	"47163"	21	784258	2.6777	0.0237%
	"Sumner County, TN"	"47165"	33	881191	3.7449	0.0372%
	"Tipton County, TN"	"47167"	17	307748	Unreliable	0.0192%
	"Trousdale County, TN"	"47169"	Suppressed	42226	Suppressed	Suppressed
	"Unicoi County, TN"	"47171"	10	89383	Unreliable	0.0113%
	"Union County, TN"	"47173"	Suppressed	95916	Suppressed	Suppressed
	"Van Buren County, TN"	"47175"	Suppressed	28324	Suppressed	Suppressed
	"Warren County, TN"	"47177"	11	201536	Unreliable	0.0124%
	"Washington County, TN"	"47179"	26	633336	4.1052	0.0293%
	"Wayne County, TN"	"47181"	Suppressed	83896	Suppressed	Suppressed
	"Weakley County, TN"	"47183"	Suppressed	169627	Suppressed	Suppressed
	"White County, TN"	"47185"	Suppressed	132472	Suppressed	Suppressed
	"Williamson County, TN"	"47187"	16	1061163	Unreliable	0.0180%
	"Wilson County, TN"	"47189"	23	645455	3.5634	0.0259%
	"Anderson County, TX"	"48001"	15	288620	Unreliable	0.0169%
	"Andrews County, TX"	"48003"	Suppressed	87863	Suppressed	Suppressed
	"Angelina County, TX"	"48005"	31	439042	7.0608	0.0350%
	"Aransas County, TX"	"48007"	Suppressed	125971	Suppressed	Suppressed
	"Archer County, TX"	"48009"	Suppressed	43719	Suppressed	Suppressed
	"Armstrong County, TX"	"48011"	Suppressed	9606	Suppressed	Suppressed
	"Atascosa County, TX"	"48013"	28	241080	11.6144	0.0316%
	"Austin County, TX"	"48015"	Suppressed	147068	Suppressed	Suppressed
	"Bailey County, TX"	"48017"	Suppressed	35492	Suppressed	Suppressed
	"Bandera County, TX"	"48019"	Suppressed	106889	Suppressed	Suppressed
	"Bastrop County, TX"	"48021"	27	401915	6.7178	0.0305%
	"Baylor County, TX"	"48023"	Suppressed	18102	Suppressed	Suppressed
	"Bee County, TX"	"48025"	11	163849	Unreliable	0.0124%
	"Bell County, TX"	"48027"	122	1679168	7.2655	0.1376%
	"Bexar County, TX"	"48029"	711	9458487	7.5171	0.8020%
	"Blanco County, TX"	"48031"	Suppressed	55557	Suppressed	Suppressed
	"Borden County, TX"	"48033"	Suppressed	3243	Suppressed	Suppressed
	"Bosque County, TX"	"48035"	Suppressed	89949	Suppressed	Suppressed
	"Bowie County, TX"	"48037"	37	468023	7.9056	0.0417%
	"Brazoria County, TX"	"48039"	73	1731330	4.2164	0.0823%
	"Brazos County, TX"	"48041"	27	1070600	2.5220	0.0305%
	"Brewster County, TX"	"48043"	Suppressed	46141	Suppressed	Suppressed
	"Briscoe County, TX"	"48045"	Suppressed	7580	Suppressed	Suppressed
	"Brooks County, TX"	"48047"	Suppressed	36110	Suppressed	Suppressed
	"Brown County, TX"	"48049"	Suppressed	189622	Suppressed	Suppressed
	"Burleson County, TX"	"48051"	Suppressed	87653	Suppressed	Suppressed
	"Burnet County, TX"	"48053"	14	227276	Unreliable	0.0158%
	"Caldwell County, TX"	"48055"	11	203063	Unreliable	0.0124%
	"Calhoun County, TX"	"48057"	Suppressed	109207	Suppressed	Suppressed
	"Callahan County, TX"	"48059"	Suppressed	68361	Suppressed	Suppressed
	"Cameron County, TX"	"48061"	49	2105684	2.3270	0.0553%
	"Camp County, TX"	"48063"	Suppressed	63438	Suppressed	Suppressed
	"Carson County, TX"	"48065"	Suppressed	30081	Suppressed	Suppressed
	"Cass County, TX"	"48067"	11	151292	Unreliable	0.0124%
	"Castro County, TX"	"48069"	Suppressed	38979	Suppressed	Suppressed
	"Chambers County, TX"	"48071"	13	195160	Unreliable	0.0147%
	"Cherokee County, TX"	"48073"	10	257230	Unreliable	0.0113%
	"Childress County, TX"	"48075"	Suppressed	35391	Suppressed	Suppressed
	"Clay County, TX"	"48077"	Suppressed	51817	Suppressed	Suppressed
	"Cochran County, TX"	"48079"	Suppressed	14637	Suppressed	Suppressed
	"Coke County, TX"	"48081"	Suppressed	16272	Suppressed	Suppressed
	"Coleman County, TX"	"48083"	Suppressed	42161	Suppressed	Suppressed
	"Collin County, TX"	"48085"	105	4563334	2.3009	0.1184%
	"Collingsworth County, TX"	"48087"	Suppressed	15163	Suppressed	Suppressed
	"Colorado County, TX"	"48089"	Suppressed	104592	Suppressed	Suppressed
	"Comal County, TX"	"48091"	23	647019	3.5548	0.0259%
	"Comanche County, TX"	"48093"	Suppressed	67660	Suppressed	Suppressed
	"Concho County, TX"	"48095"	Suppressed	19170	Suppressed	Suppressed
	"Cooke County, TX"	"48097"	Suppressed	195618	Suppressed	Suppressed
	"Coryell County, TX"	"48099"	12	376856	Unreliable	0.0135%
	"Cottle County, TX"	"48101"	Suppressed	7082	Suppressed	Suppressed
	"Crane County, TX"	"48103"	Suppressed	24341	Suppressed	Suppressed
	"Crockett County, TX"	"48105"	Suppressed	18568	Suppressed	Suppressed
	"Crosby County, TX"	"48107"	Suppressed	29758	Suppressed	Suppressed
	"Culberson County, TX"	"48109"	Suppressed	11208	Suppressed	Suppressed
	"Dallam County, TX"	"48111"	Suppressed	35577	Suppressed	Suppressed
	"Dallas County, TX"	"48113"	997	12745486	7.8224	1.1245%
	"Dawson County, TX"	"48115"	Suppressed	66626	Suppressed	Suppressed
	"Deaf Smith County, TX"	"48117"	Suppressed	94990	Suppressed	Suppressed
	"Delta County, TX"	"48119"	Suppressed	26206	Suppressed	Suppressed
	"Denton County, TX"	"48121"	50	3905164	1.2804	0.0564%
	"DeWitt County, TX"	"48123"	Suppressed	103075	Suppressed	Suppressed
	"Dickens County, TX"	"48125"	Suppressed	11108	Suppressed	Suppressed
	"Dimmit County, TX"	"48127"	Suppressed	54178	Suppressed	Suppressed
	"Donley County, TX"	"48129"	Suppressed	17280	Suppressed	Suppressed
	"Duval County, TX"	"48131"	Suppressed	57262	Suppressed	Suppressed
	"Eastland County, TX"	"48133"	Suppressed	91277	Suppressed	Suppressed
	"Ector County, TX"	"48135"	53	777267	6.8188	0.0598%
	"Edwards County, TX"	"48137"	Suppressed	9521	Suppressed	Suppressed
	"Ellis County, TX"	"48139"	35	821044	4.2629	0.0395%
	"El Paso County, TX"	"48141"	117	4175126	2.8023	0.1320%
	"Erath County, TX"	"48143"	Suppressed	204555	Suppressed	Suppressed
	"Falls County, TX"	"48145"	Suppressed	86334	Suppressed	Suppressed
	"Fannin County, TX"	"48147"	Suppressed	169581	Suppressed	Suppressed
	"Fayette County, TX"	"48149"	Suppressed	125185	Suppressed	Suppressed
	"Fisher County, TX"	"48151"	Suppressed	19248	Suppressed	Suppressed
	"Floyd County, TX"	"48153"	Suppressed	29852	Suppressed	Suppressed
	"Foard County, TX"	"48155"	Suppressed	6177	Suppressed	Suppressed
	"Fort Bend County, TX"	"48157"	135	3559862	3.7923	0.1523%
	"Franklin County, TX"	"48159"	Suppressed	53285	Suppressed	Suppressed
	"Freestone County, TX"	"48161"	Suppressed	98348	Suppressed	Suppressed
	"Frio County, TX"	"48163"	Suppressed	93945	Suppressed	Suppressed
	"Gaines County, TX"	"48165"	Suppressed	99513	Suppressed	Suppressed
	"Galveston County, TX"	"48167"	87	1607672	5.4116	0.0981%
	"Garza County, TX"	"48169"	Suppressed	32137	Suppressed	Suppressed
	"Gillespie County, TX"	"48171"	Suppressed	130007	Suppressed	Suppressed
	"Glasscock County, TX"	"48173"	Suppressed	6519	Suppressed	Suppressed
	"Goliad County, TX"	"48175"	Suppressed	37624	Suppressed	Suppressed
	"Gonzales County, TX"	"48177"	Suppressed	103116	Suppressed	Suppressed
	"Gray County, TX"	"48179"	Suppressed	114426	Suppressed	Suppressed
	"Grayson County, TX"	"48181"	29	630729	4.5979	0.0327%
	"Gregg County, TX"	"48183"	71	617448	11.4989	0.0801%
	"Grimes County, TX"	"48185"	10	137296	Unreliable	0.0113%
	"Guadalupe County, TX"	"48187"	30	756606	3.9651	0.0338%
	"Hale County, TX"	"48189"	Suppressed	173241	Suppressed	Suppressed
	"Hall County, TX"	"48191"	Suppressed	15733	Suppressed	Suppressed
	"Hamilton County, TX"	"48193"	Suppressed	41394	Suppressed	Suppressed
	"Hansford County, TX"	"48195"	Suppressed	27659	Suppressed	Suppressed
	"Hardeman County, TX"	"48197"	Suppressed	19684	Suppressed	Suppressed
	"Hardin County, TX"	"48199"	14	280364	Unreliable	0.0158%
	"Harris County, TX"	"48201"	2007	22559159	8.8966	2.2638%
	"Harrison County, TX"	"48203"	25	334163	7.4814	0.0282%
	"Hartley County, TX"	"48205"	Suppressed	29820	Suppressed	Suppressed
	"Haskell County, TX"	"48207"	Suppressed	28808	Suppressed	Suppressed
	"Hays County, TX"	"48209"	27	974745	2.7700	0.0305%
	"Hemphill County, TX"	"48211"	Suppressed	20755	Suppressed	Suppressed
	"Henderson County, TX"	"48213"	19	398475	Unreliable	0.0214%
	"Hidalgo County, TX"	"48215"	141	4199877	3.3572	0.1590%
	"Hill County, TX"	"48217"	Suppressed	175455	Suppressed	Suppressed
	"Hockley County, TX"	"48219"	Suppressed	116903	Suppressed	Suppressed
	"Hood County, TX"	"48221"	Suppressed	277379	Suppressed	Suppressed
	"Hopkins County, TX"	"48223"	Suppressed	180605	Suppressed	Suppressed
	"Houston County, TX"	"48225"	Suppressed	114212	Suppressed	Suppressed
	"Howard County, TX"	"48227"	16	182752	Unreliable	0.0180%
	"Hudspeth County, TX"	"48229"	Suppressed	18369	Suppressed	Suppressed
	"Hunt County, TX"	"48231"	24	451330	5.3176	0.0271%
	"Hutchinson County, TX"	"48233"	Suppressed	108212	Suppressed	Suppressed
	"Irion County, TX"	"48235"	Suppressed	7813	Suppressed	Suppressed
	"Jack County, TX"	"48237"	Suppressed	44266	Suppressed	Suppressed
	"Jackson County, TX"	"48239"	Suppressed	73820	Suppressed	Suppressed
	"Jasper County, TX"	"48241"	Suppressed	177916	Suppressed	Suppressed
	"Jeff Davis County, TX"	"48243"	Suppressed	11093	Suppressed	Suppressed
	"Jefferson County, TX"	"48245"	137	1269879	10.7884	0.1545%
	"Jim Hogg County, TX"	"48247"	Suppressed	26048	Suppressed	Suppressed
	"Jim Wells County, TX"	"48249"	18	206435	Unreliable	0.0203%
	"Johnson County, TX"	"48251"	25	802728	3.1144	0.0282%
	"Jones County, TX"	"48253"	Suppressed	99757	Suppressed	Suppressed
	"Karnes County, TX"	"48255"	Suppressed	75403	Suppressed	Suppressed
	"Kaufman County, TX"	"48257"	27	575727	4.6897	0.0305%
	"Kendall County, TX"	"48259"	Suppressed	203596	Suppressed	Suppressed
	"Kenedy County, TX"	"48261"	Suppressed	2040	Suppressed	Suppressed
	"Kent County, TX"	"48263"	Suppressed	3888	Suppressed	Suppressed
	"Kerr County, TX"	"48265"	15	254694	Unreliable	0.0169%
	"Kimble County, TX"	"48267"	Suppressed	22140	Suppressed	Suppressed
	"King County, TX"	"48269"	Suppressed	1414	Suppressed	Suppressed
	"Kinney County, TX"	"48271"	Suppressed	17996	Suppressed	Suppressed
	"Kleberg County, TX"	"48273"	Suppressed	158926	Suppressed	Suppressed
	"Knox County, TX"	"48275"	Suppressed	19001	Suppressed	Suppressed
	"Lamar County, TX"	"48277"	14	247767	Unreliable	0.0158%
	"Lamb County, TX"	"48279"	Suppressed	67219	Suppressed	Suppressed
	"Lampasas County, TX"	"48281"	Suppressed	102753	Suppressed	Suppressed
	"La Salle County, TX"	"48283"	Suppressed	37671	Suppressed	Suppressed
	"Lavaca County, TX"	"48285"	Suppressed	99009	Suppressed	Suppressed
	"Lee County, TX"	"48287"	Suppressed	84506	Suppressed	Suppressed
	"Leon County, TX"	"48289"	Suppressed	85231	Suppressed	Suppressed
	"Liberty County, TX"	"48291"	22	400040	5.4995	0.0248%
	"Limestone County, TX"	"48293"	Suppressed	117165	Suppressed	Suppressed
	"Lipscomb County, TX"	"48295"	Suppressed	17472	Suppressed	Suppressed
	"Live Oak County, TX"	"48297"	Suppressed	60417	Suppressed	Suppressed
	"Llano County, TX"	"48299"	Suppressed	100322	Suppressed	Suppressed
	"Loving County, TX"	"48301"	Suppressed	540	Suppressed	Suppressed
	"Lubbock County, TX"	"48303"	77	1491113	5.1639	0.0869%
	"Lynn County, TX"	"48305"	Suppressed	28788	Suppressed	Suppressed
	"McCulloch County, TX"	"48307"	Suppressed	40999	Suppressed	Suppressed
	"McLennan County, TX"	"48309"	53	1229786	4.3097	0.0598%
	"McMullen County, TX"	"48311"	Suppressed	3971	Suppressed	Suppressed
	"Madison County, TX"	"48313"	Suppressed	69916	Suppressed	Suppressed
	"Marion County, TX"	"48315"	Suppressed	50755	Suppressed	Suppressed
	"Martin County, TX"	"48317"	Suppressed	27762	Suppressed	Suppressed
	"Mason County, TX"	"48319"	Suppressed	20564	Suppressed	Suppressed
	"Matagorda County, TX"	"48321"	Suppressed	183908	Suppressed	Suppressed
	"Maverick County, TX"	"48323"	Suppressed	286562	Suppressed	Suppressed
	"Medina County, TX"	"48325"	13	243059	Unreliable	0.0147%
	"Menard County, TX"	"48327"	Suppressed	10706	Suppressed	Suppressed
	"Midland County, TX"	"48329"	35	795989	4.3970	0.0395%
	"Milam County, TX"	"48331"	Suppressed	122860	Suppressed	Suppressed
	"Mills County, TX"	"48333"	Suppressed	24505	Suppressed	Suppressed
	"Mitchell County, TX"	"48335"	Suppressed	44733	Suppressed	Suppressed
	"Montague County, TX"	"48337"	Suppressed	97134	Suppressed	Suppressed
	"Montgomery County, TX"	"48339"	85	2682780	3.1684	0.0959%
	"Moore County, TX"	"48341"	Suppressed	110761	Suppressed	Suppressed
	"Morris County, TX"	"48343"	Suppressed	63153	Suppressed	Suppressed
	"Motley County, TX"	"48345"	Suppressed	5887	Suppressed	Suppressed
	"Nacogdoches County, TX"	"48347"	14	327681	Unreliable	0.0158%
	"Navarro County, TX"	"48349"	14	241780	Unreliable	0.0158%
	"Newton County, TX"	"48351"	Suppressed	70219	Suppressed	Suppressed
	"Nolan County, TX"	"48353"	Suppressed	75000	Suppressed	Suppressed
	"Nueces County, TX"	"48355"	122	1790614	6.8133	0.1376%
	"Ochiltree County, TX"	"48357"	Suppressed	52690	Suppressed	Suppressed
	"Oldham County, TX"	"48359"	Suppressed	10431	Suppressed	Suppressed
	"Orange County, TX"	"48361"	34	420661	8.0825	0.0383%
	"Palo Pinto County, TX"	"48363"	Suppressed	140503	Suppressed	Suppressed
	"Panola County, TX"	"48365"	Suppressed	118140	Suppressed	Suppressed
	"Parker County, TX"	"48367"	17	633528	Unreliable	0.0192%
	"Parmer County, TX"	"48369"	Suppressed	49240	Suppressed	Suppressed
	"Pecos County, TX"	"48371"	Suppressed	79397	Suppressed	Suppressed
	"Polk County, TX"	"48373"	13	235919	Unreliable	0.0147%
	"Potter County, TX"	"48375"	54	606380	8.9053	0.0609%
	"Presidio County, TX"	"48377"	Suppressed	35167	Suppressed	Suppressed
	"Rains County, TX"	"48379"	Suppressed	56334	Suppressed	Suppressed
	"Randall County, TX"	"48381"	13	651906	Unreliable	0.0147%
	"Reagan County, TX"	"48383"	Suppressed	18466	Suppressed	Suppressed
	"Real County, TX"	"48385"	Suppressed	16846	Suppressed	Suppressed
	"Red River County, TX"	"48387"	Suppressed	61807	Suppressed	Suppressed
	"Reeves County, TX"	"48389"	Suppressed	73248	Suppressed	Suppressed
	"Refugio County, TX"	"48391"	Suppressed	36441	Suppressed	Suppressed
	"Roberts County, TX"	"48393"	Suppressed	4529	Suppressed	Suppressed
	"Robertson County, TX"	"48395"	Suppressed	83599	Suppressed	Suppressed
	"Rockwall County, TX"	"48397"	13	454681	Unreliable	0.0147%
	"Runnels County, TX"	"48399"	Suppressed	51990	Suppressed	Suppressed
	"Rusk County, TX"	"48401"	16	266180	Unreliable	0.0180%
	"Sabine County, TX"	"48403"	Suppressed	51843	Suppressed	Suppressed
	"San Augustine County, TX"	"48405"	Suppressed	42425	Suppressed	Suppressed
	"San Jacinto County, TX"	"48407"	13	137345	Unreliable	0.0147%
	"San Patricio County, TX"	"48409"	15	335279	Unreliable	0.0169%
	"San Saba County, TX"	"48411"	Suppressed	29438	Suppressed	Suppressed
	"Schleicher County, TX"	"48413"	Suppressed	15636	Suppressed	Suppressed
	"Scurry County, TX"	"48415"	Suppressed	86628	Suppressed	Suppressed
	"Shackelford County, TX"	"48417"	Suppressed	16711	Suppressed	Suppressed
	"Shelby County, TX"	"48419"	12	127801	Unreliable	0.0135%
	"Sherman County, TX"	"48421"	Suppressed	15384	Suppressed	Suppressed
	"Smith County, TX"	"48423"	46	1110875	4.1409	0.0519%
	"Somervell County, TX"	"48425"	Suppressed	43711	Suppressed	Suppressed
	"Starr County, TX"	"48427"	14	317289	Unreliable	0.0158%
	"Stephens County, TX"	"48429"	Suppressed	47335	Suppressed	Suppressed
	"Sterling County, TX"	"48431"	Suppressed	6572	Suppressed	Suppressed
	"Stonewall County, TX"	"48433"	Suppressed	7059	Suppressed	Suppressed
	"Sutton County, TX"	"48435"	Suppressed	19527	Suppressed	Suppressed
	"Swisher County, TX"	"48437"	Suppressed	37858	Suppressed	Suppressed
	"Tarrant County, TX"	"48439"	532	9910746	5.3679	0.6001%
	"Taylor County, TX"	"48441"	32	678136	4.7188	0.0361%
	"Terrell County, TX"	"48443"	Suppressed	4289	Suppressed	Suppressed
	"Terry County, TX"	"48445"	Suppressed	63735	Suppressed	Suppressed
	"Throckmorton County, TX"	"48447"	Suppressed	7847	Suppressed	Suppressed
	"Titus County, TX"	"48449"	Suppressed	163206	Suppressed	Suppressed
	"Tom Green County, TX"	"48451"	25	586072	4.2657	0.0282%
	"Travis County, TX"	"48453"	188	5874678	3.2002	0.2121%
	"Trinity County, TX"	"48455"	Suppressed	72128	Suppressed	Suppressed
	"Tyler County, TX"	"48457"	Suppressed	107088	Suppressed	Suppressed
	"Upshur County, TX"	"48459"	17	203091	Unreliable	0.0192%
	"Upton County, TX"	"48461"	Suppressed	17813	Suppressed	Suppressed
	"Uvalde County, TX"	"48463"	Suppressed	135705	Suppressed	Suppressed
	"Val Verde County, TX"	"48465"	Suppressed	244671	Suppressed	Suppressed
	"Van Zandt County, TX"	"48467"	17	268475	Unreliable	0.0192%
	"Victoria County, TX"	"48469"	16	458042	Unreliable	0.0180%
	"Walker County, TX"	"48471"	16	353034	Unreliable	0.0180%
	"Waller County, TX"	"48473"	Suppressed	242111	Suppressed	Suppressed
	"Ward County, TX"	"48475"	Suppressed	57662	Suppressed	Suppressed
	"Washington County, TX"	"48477"	Suppressed	173449	Suppressed	Suppressed
	"Webb County, TX"	"48479"	54	1344876	4.0152	0.0609%
	"Wharton County, TX"	"48481"	Suppressed	207573	Suppressed	Suppressed
	"Wheeler County, TX"	"48483"	Suppressed	28026	Suppressed	Suppressed
	"Wichita County, TX"	"48485"	28	659945	4.2428	0.0316%
	"Wilbarger County, TX"	"48487"	Suppressed	64787	Suppressed	Suppressed
	"Willacy County, TX"	"48489"	Suppressed	109121	Suppressed	Suppressed
	"Williamson County, TX"	"48491"	37	2545041	1.4538	0.0417%
	"Wilson County, TX"	"48493"	37	237124	15.6037	0.0417%
	"Winkler County, TX"	"48495"	Suppressed	38899	Suppressed	Suppressed
	"Wise County, TX"	"48497"	Suppressed	316166	Suppressed	Suppressed
	"Wood County, TX"	"48499"	14	217055	Unreliable	0.0158%
	"Yoakum County, TX"	"48501"	Suppressed	42072	Suppressed	Suppressed
	"Young County, TX"	"48503"	Suppressed	91092	Suppressed	Suppressed
	"Zapata County, TX"	"48505"	Suppressed	71754	Suppressed	Suppressed
	"Zavala County, TX"	"48507"	Suppressed	60629	Suppressed	Suppressed
	"Beaver County, UT"	"49001"	Suppressed	32123	Suppressed	Suppressed
	"Box Elder County, UT"	"49003"	Suppressed	261627	Suppressed	Suppressed
	"Cache County, UT"	"49005"	Suppressed	603226	Suppressed	Suppressed
	"Carbon County, UT"	"49007"	Suppressed	102821	Suppressed	Suppressed
	"Daggett County, UT"	"49009"	Suppressed	5477	Suppressed	Suppressed
	"Davis County, UT"	"49011"	21	1677747	1.2517	0.0237%
	"Duchesne County, UT"	"49013"	Suppressed	101913	Suppressed	Suppressed
	"Emery County, UT"	"49015"	Suppressed	52043	Suppressed	Suppressed
	"Garfield County, UT"	"49017"	Suppressed	25180	Suppressed	Suppressed
	"Grand County, UT"	"49019"	Suppressed	47558	Suppressed	Suppressed
	"Iron County, UT"	"49021"	Suppressed	243355	Suppressed	Suppressed
	"Juab County, UT"	"49023"	Suppressed	53688	Suppressed	Suppressed
	"Kane County, UT"	"49025"	Suppressed	36546	Suppressed	Suppressed
	"Millard County, UT"	"49027"	Suppressed	63470	Suppressed	Suppressed
	"Morgan County, UT"	"49029"	Suppressed	55156	Suppressed	Suppressed
	"Piute County, UT"	"49031"	Suppressed	7397	Suppressed	Suppressed
	"Rich County, UT"	"49033"	Suppressed	11602	Suppressed	Suppressed
	"Salt Lake County, UT"	"49035"	154	5535780	2.7819	0.1737%
	"San Juan County, UT"	"49037"	Suppressed	78247	Suppressed	Suppressed
	"Sanpete County, UT"	"49039"	Suppressed	144936	Suppressed	Suppressed
	"Sevier County, UT"	"49041"	Suppressed	105192	Suppressed	Suppressed
	"Summit County, UT"	"49043"	Suppressed	198637	Suppressed	Suppressed
	"Tooele County, UT"	"49045"	Suppressed	317601	Suppressed	Suppressed
	"Uintah County, UT"	"49047"	12	181873	Unreliable	0.0135%
	"Utah County, UT"	"49049"	44	2886794	1.5242	0.0496%
	"Wasatch County, UT"	"49051"	Suppressed	145946	Suppressed	Suppressed
	"Washington County, UT"	"49053"	Suppressed	781257	Suppressed	Suppressed
	"Wayne County, UT"	"49055"	Suppressed	13583	Suppressed	Suppressed
	"Weber County, UT"	"49057"	37	1221968	3.0279	0.0417%
	"Addison County, VT"	"50001"	Suppressed	184570	Suppressed	Suppressed
	"Bennington County, VT"	"50003"	Suppressed	181206	Suppressed	Suppressed
	"Caledonia County, VT"	"50005"	Suppressed	153415	Suppressed	Suppressed
	"Chittenden County, VT"	"50007"	15	805331	Unreliable	0.0169%
	"Essex County, VT"	"50009"	Suppressed	30905	Suppressed	Suppressed
	"Franklin County, VT"	"50011"	Suppressed	243675	Suppressed	Suppressed
	"Grand Isle County, VT"	"50013"	Suppressed	34759	Suppressed	Suppressed
	"Lamoille County, VT"	"50015"	Suppressed	126054	Suppressed	Suppressed
	"Orange County, VT"	"50017"	Suppressed	144566	Suppressed	Suppressed
	"Orleans County, VT"	"50019"	Suppressed	135055	Suppressed	Suppressed
	"Rutland County, VT"	"50021"	10	298841	Unreliable	0.0113%
	"Washington County, VT"	"50023"	Suppressed	293723	Suppressed	Suppressed
	"Windham County, VT"	"50025"	Suppressed	216971	Suppressed	Suppressed
	"Windsor County, VT"	"50027"	Suppressed	278414	Suppressed	Suppressed
