"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Lincoln County, MT"	"30053"	Suppressed	19440	Suppressed
	"McCone County, MT"	"30055"	Suppressed	1718	Suppressed
	"Madison County, MT"	"30057"	Suppressed	8175	Suppressed
	"Meagher County, MT"	"30059"	Suppressed	1851	Suppressed
	"Mineral County, MT"	"30061"	Suppressed	4255	Suppressed
	"Missoula County, MT"	"30063"	Suppressed	117441	Suppressed
	"Musselshell County, MT"	"30065"	Suppressed	4639	Suppressed
	"Park County, MT"	"30067"	Suppressed	16353	Suppressed
	"Petroleum County, MT"	"30069"	Suppressed	523	Suppressed
	"Phillips County, MT"	"30071"	Suppressed	4119	Suppressed
	"Pondera County, MT"	"30073"	Suppressed	5960	Suppressed
	"Powder River County, MT"	"30075"	Suppressed	1752	Suppressed
	"Powell County, MT"	"30077"	Suppressed	6795	Suppressed
	"Prairie County, MT"	"30079"	Suppressed	1109	Suppressed
	"Ravalli County, MT"	"30081"	Suppressed	42563	Suppressed
	"Richland County, MT"	"30083"	Suppressed	11039	Suppressed
	"Roosevelt County, MT"	"30085"	Suppressed	11098	Suppressed
	"Rosebud County, MT"	"30087"	Suppressed	9248	Suppressed
	"Sanders County, MT"	"30089"	Suppressed	11711	Suppressed
	"Sheridan County, MT"	"30091"	Suppressed	3469	Suppressed
	"Silver Bow County, MT"	"30093"	Suppressed	34602	Suppressed
	"Stillwater County, MT"	"30095"	Suppressed	9419	Suppressed
	"Sweet Grass County, MT"	"30097"	Suppressed	3691	Suppressed
	"Teton County, MT"	"30099"	Suppressed	6085	Suppressed
	"Toole County, MT"	"30101"	Suppressed	4886	Suppressed
	"Treasure County, MT"	"30103"	Suppressed	679	Suppressed
	"Valley County, MT"	"30105"	Suppressed	7433	Suppressed
	"Wheatland County, MT"	"30107"	Suppressed	2140	Suppressed
	"Wibaux County, MT"	"30109"	Suppressed	1020	Suppressed
	"Yellowstone County, MT"	"30111"	Suppressed	158980	Suppressed
	"Adams County, NE"	"31001"	Suppressed	31678	Suppressed
	"Antelope County, NE"	"31003"	Suppressed	6362	Suppressed
	"Arthur County, NE"	"31005"	Suppressed	457	Suppressed
	"Banner County, NE"	"31007"	Suppressed	742	Suppressed
	"Blaine County, NE"	"31009"	Suppressed	482	Suppressed
	"Boone County, NE"	"31011"	Suppressed	5352	Suppressed
	"Box Butte County, NE"	"31013"	Suppressed	10886	Suppressed
	"Boyd County, NE"	"31015"	Suppressed	1977	Suppressed
	"Brown County, NE"	"31017"	Suppressed	3014	Suppressed
	"Buffalo County, NE"	"31019"	Suppressed	49732	Suppressed
	"Burt County, NE"	"31021"	Suppressed	6535	Suppressed
	"Butler County, NE"	"31023"	Suppressed	8053	Suppressed
	"Cass County, NE"	"31025"	Suppressed	25889	Suppressed
	"Cedar County, NE"	"31027"	Suppressed	8530	Suppressed
	"Chase County, NE"	"31029"	Suppressed	3971	Suppressed
	"Cherry County, NE"	"31031"	Suppressed	5818	Suppressed
	"Cheyenne County, NE"	"31033"	Suppressed	9676	Suppressed
	"Clay County, NE"	"31035"	Suppressed	6205	Suppressed
	"Colfax County, NE"	"31037"	Suppressed	10585	Suppressed
	"Cuming County, NE"	"31039"	Suppressed	9042	Suppressed
	"Custer County, NE"	"31041"	Suppressed	10897	Suppressed
	"Dakota County, NE"	"31043"	Suppressed	20186	Suppressed
	"Dawes County, NE"	"31045"	Suppressed	8890	Suppressed
	"Dawson County, NE"	"31047"	Suppressed	23709	Suppressed
	"Deuel County, NE"	"31049"	Suppressed	1883	Suppressed
	"Dixon County, NE"	"31051"	Suppressed	5754	Suppressed
	"Dodge County, NE"	"31053"	Suppressed	36707	Suppressed
	"Douglas County, NE"	"31055"	29	561620	5.1636
	"Dundy County, NE"	"31057"	Suppressed	1801	Suppressed
	"Fillmore County, NE"	"31059"	Suppressed	5582	Suppressed
	"Franklin County, NE"	"31061"	Suppressed	2990	Suppressed
	"Frontier County, NE"	"31063"	Suppressed	2631	Suppressed
	"Furnas County, NE"	"31065"	Suppressed	4780	Suppressed
	"Gage County, NE"	"31067"	Suppressed	21601	Suppressed
	"Garden County, NE"	"31069"	Suppressed	1906	Suppressed
	"Garfield County, NE"	"31071"	Suppressed	2016	Suppressed
	"Gosper County, NE"	"31073"	Suppressed	2028	Suppressed
	"Grant County, NE"	"31075"	Suppressed	649	Suppressed
	"Greeley County, NE"	"31077"	Suppressed	2374	Suppressed
	"Hall County, NE"	"31079"	Suppressed	61519	Suppressed
	"Hamilton County, NE"	"31081"	Suppressed	9207	Suppressed
	"Harlan County, NE"	"31083"	Suppressed	3443	Suppressed
	"Hayes County, NE"	"31085"	Suppressed	893	Suppressed
	"Hitchcock County, NE"	"31087"	Suppressed	2834	Suppressed
	"Holt County, NE"	"31089"	Suppressed	10202	Suppressed
	"Hooker County, NE"	"31091"	Suppressed	674	Suppressed
	"Howard County, NE"	"31093"	Suppressed	6437	Suppressed
	"Jefferson County, NE"	"31095"	Suppressed	7178	Suppressed
	"Johnson County, NE"	"31097"	Suppressed	5185	Suppressed
	"Kearney County, NE"	"31099"	Suppressed	6530	Suppressed
	"Keith County, NE"	"31101"	Suppressed	8072	Suppressed
	"Keya Paha County, NE"	"31103"	Suppressed	793	Suppressed
	"Kimball County, NE"	"31105"	Suppressed	3619	Suppressed
	"Knox County, NE"	"31107"	Suppressed	8472	Suppressed
	"Lancaster County, NE"	"31109"	Suppressed	314358	Suppressed
	"Lincoln County, NE"	"31111"	Suppressed	35280	Suppressed
	"Logan County, NE"	"31113"	Suppressed	768	Suppressed
	"Loup County, NE"	"31115"	Suppressed	609	Suppressed
	"McPherson County, NE"	"31117"	Suppressed	499	Suppressed
	"Madison County, NE"	"31119"	Suppressed	35144	Suppressed
	"Merrick County, NE"	"31121"	Suppressed	7882	Suppressed
	"Morrill County, NE"	"31123"	Suppressed	4836	Suppressed
	"Nance County, NE"	"31125"	Suppressed	3607	Suppressed
	"Nemaha County, NE"	"31127"	Suppressed	6949	Suppressed
	"Nuckolls County, NE"	"31129"	Suppressed	4275	Suppressed
	"Otoe County, NE"	"31131"	Suppressed	16027	Suppressed
	"Pawnee County, NE"	"31133"	Suppressed	2641	Suppressed
	"Perkins County, NE"	"31135"	Suppressed	2903	Suppressed
	"Phelps County, NE"	"31137"	Suppressed	9060	Suppressed
	"Pierce County, NE"	"31139"	Suppressed	7138	Suppressed
	"Platte County, NE"	"31141"	Suppressed	33175	Suppressed
	"Polk County, NE"	"31143"	Suppressed	5328	Suppressed
	"Red Willow County, NE"	"31145"	Suppressed	10728	Suppressed
	"Richardson County, NE"	"31147"	Suppressed	7969	Suppressed
	"Rock County, NE"	"31149"	Suppressed	1436	Suppressed
	"Saline County, NE"	"31151"	Suppressed	14441	Suppressed
	"Sarpy County, NE"	"31153"	Suppressed	181439	Suppressed
	"Saunders County, NE"	"31155"	Suppressed	21057	Suppressed
	"Scotts Bluff County, NE"	"31157"	Suppressed	36363	Suppressed
	"Seward County, NE"	"31159"	Suppressed	17161	Suppressed
	"Sheridan County, NE"	"31161"	Suppressed	5289	Suppressed
	"Sherman County, NE"	"31163"	Suppressed	3086	Suppressed
	"Sioux County, NE"	"31165"	Suppressed	1203	Suppressed
	"Stanton County, NE"	"31167"	Suppressed	5988	Suppressed
	"Thayer County, NE"	"31169"	Suppressed	5045	Suppressed
	"Thomas County, NE"	"31171"	Suppressed	725	Suppressed
	"Thurston County, NE"	"31173"	Suppressed	7223	Suppressed
	"Valley County, NE"	"31175"	Suppressed	4209	Suppressed
	"Washington County, NE"	"31177"	Suppressed	20721	Suppressed
	"Wayne County, NE"	"31179"	Suppressed	9318	Suppressed
	"Webster County, NE"	"31181"	Suppressed	3524	Suppressed
	"Wheeler County, NE"	"31183"	Suppressed	818	Suppressed
	"York County, NE"	"31185"	Suppressed	13806	Suppressed
	"Churchill County, NV"	"32001"	Suppressed	24230	Suppressed
	"Clark County, NV"	"32003"	186	2204079	8.4389
	"Douglas County, NV"	"32005"	Suppressed	48309	Suppressed
	"Elko County, NV"	"32007"	Suppressed	52649	Suppressed
	"Esmeralda County, NV"	"32009"	Suppressed	850	Suppressed
	"Eureka County, NV"	"32011"	Suppressed	1961	Suppressed
	"Humboldt County, NV"	"32013"	Suppressed	16826	Suppressed
	"Lander County, NV"	"32015"	Suppressed	5693	Suppressed
	"Lincoln County, NV"	"32017"	Suppressed	5223	Suppressed
	"Lyon County, NV"	"32019"	Suppressed	54122	Suppressed
	"Mineral County, NV"	"32021"	Suppressed	4457	Suppressed
	"Nye County, NV"	"32023"	Suppressed	44202	Suppressed
	"Pershing County, NV"	"32027"	Suppressed	6508	Suppressed
	"Storey County, NV"	"32029"	Suppressed	4006	Suppressed
	"Washoe County, NV"	"32031"	22	460587	4.7765
	"White Pine County, NV"	"32033"	Suppressed	9592	Suppressed
	"Carson City, NV"	"32510"	Suppressed	54745	Suppressed
	"Belknap County, NH"	"33001"	Suppressed	60785	Suppressed
	"Carroll County, NH"	"33003"	Suppressed	48064	Suppressed
	"Cheshire County, NH"	"33005"	Suppressed	75960	Suppressed
	"Coos County, NH"	"33007"	Suppressed	31634	Suppressed
	"Grafton County, NH"	"33009"	Suppressed	89386	Suppressed
	"Hillsborough County, NH"	"33011"	Suppressed	409697	Suppressed
	"Merrimack County, NH"	"33013"	Suppressed	149216	Suppressed
	"Rockingham County, NH"	"33015"	Suppressed	306363	Suppressed
	"Strafford County, NH"	"33017"	Suppressed	128613	Suppressed
	"Sullivan County, NH"	"33019"	Suppressed	43077	Suppressed
	"Atlantic County, NJ"	"34001"	18	269918	Unreliable
	"Bergen County, NJ"	"34003"	11	948406	Unreliable
	"Burlington County, NJ"	"34005"	13	448596	Unreliable
	"Camden County, NJ"	"34007"	36	510719	7.0489
	"Cape May County, NJ"	"34009"	Suppressed	93553	Suppressed
	"Cumberland County, NJ"	"34011"	13	152538	Unreliable
	"Essex County, NJ"	"34013"	108	808285	13.3616
	"Gloucester County, NJ"	"34015"	Suppressed	292206	Suppressed
	"Hudson County, NJ"	"34017"	27	691643	3.9037
	"Hunterdon County, NJ"	"34019"	Suppressed	125059	Suppressed
	"Mercer County, NJ"	"34021"	22	374733	5.8708
	"Middlesex County, NJ"	"34023"	13	842798	Unreliable
	"Monmouth County, NJ"	"34025"	13	626351	Unreliable
	"Morris County, NJ"	"34027"	Suppressed	499693	Suppressed
	"Ocean County, NJ"	"34029"	Suppressed	597943	Suppressed
	"Passaic County, NJ"	"34031"	27	512607	5.2672
	"Salem County, NJ"	"34033"	Suppressed	62792	Suppressed
	"Somerset County, NJ"	"34035"	Suppressed	335432	Suppressed
	"Sussex County, NJ"	"34037"	Suppressed	141682	Suppressed
	"Union County, NJ"	"34039"	22	563892	3.9015
	"Warren County, NJ"	"34041"	Suppressed	106798	Suppressed
	"Bernalillo County, NM"	"35001"	77	676773	11.3775
	"Catron County, NM"	"35003"	Suppressed	3587	Suppressed
	"Chaves County, NM"	"35005"	Suppressed	64866	Suppressed
	"Cibola County, NM"	"35006"	Suppressed	26853	Suppressed
	"Colfax County, NM"	"35007"	Suppressed	12174	Suppressed
	"Curry County, NM"	"35009"	Suppressed	49812	Suppressed
	"DeBaca County, NM"	"35011"	Suppressed	1829	Suppressed
	"Dona Ana County, NM"	"35013"	Suppressed	215579	Suppressed
	"Eddy County, NM"	"35015"	Suppressed	56997	Suppressed
	"Grant County, NM"	"35017"	Suppressed	27687	Suppressed
	"Guadalupe County, NM"	"35019"	Suppressed	4429	Suppressed
	"Harding County, NM"	"35021"	Suppressed	692	Suppressed
	"Hidalgo County, NM"	"35023"	Suppressed	4305	Suppressed
	"Lea County, NM"	"35025"	Suppressed	68759	Suppressed
	"Lincoln County, NM"	"35027"	Suppressed	19395	Suppressed
	"Los Alamos County, NM"	"35028"	Suppressed	18738	Suppressed
	"Luna County, NM"	"35029"	Suppressed	24078	Suppressed
	"McKinley County, NM"	"35031"	Suppressed	72564	Suppressed
	"Mora County, NM"	"35033"	Suppressed	4551	Suppressed
	"Otero County, NM"	"35035"	Suppressed	65817	Suppressed
	"Quay County, NM"	"35037"	Suppressed	8306	Suppressed
	"Rio Arriba County, NM"	"35039"	Suppressed	39159	Suppressed
	"Roosevelt County, NM"	"35041"	Suppressed	18847	Suppressed
	"Sandoval County, NM"	"35043"	Suppressed	142507	Suppressed
	"San Juan County, NM"	"35045"	10	126926	Unreliable
	"San Miguel County, NM"	"35047"	Suppressed	27748	Suppressed
	"Santa Fe County, NM"	"35049"	Suppressed	148750	Suppressed
	"Sierra County, NM"	"35051"	Suppressed	11116	Suppressed
	"Socorro County, NM"	"35053"	Suppressed	16798	Suppressed
	"Taos County, NM"	"35055"	Suppressed	32795	Suppressed
	"Torrance County, NM"	"35057"	Suppressed	15506	Suppressed
	"Union County, NM"	"35059"	Suppressed	4187	Suppressed
	"Valencia County, NM"	"35061"	Suppressed	75940	Suppressed
	"Albany County, NY"	"36001"	Suppressed	309612	Suppressed
	"Allegany County, NY"	"36003"	Suppressed	46894	Suppressed
	"Bronx County, NY"	"36005"	68	1471160	4.6222
	"Broome County, NY"	"36007"	Suppressed	193639	Suppressed
	"Cattaraugus County, NY"	"36009"	Suppressed	77348	Suppressed
	"Cayuga County, NY"	"36011"	Suppressed	77603	Suppressed
	"Chautauqua County, NY"	"36013"	Suppressed	129046	Suppressed
	"Chemung County, NY"	"36015"	Suppressed	85557	Suppressed
	"Chenango County, NY"	"36017"	Suppressed	47863	Suppressed
	"Clinton County, NY"	"36019"	Suppressed	80980	Suppressed
	"Columbia County, NY"	"36021"	Suppressed	60604	Suppressed
	"Cortland County, NY"	"36023"	Suppressed	47786	Suppressed
	"Delaware County, NY"	"36025"	Suppressed	45001	Suppressed
	"Dutchess County, NY"	"36027"	Suppressed	295568	Suppressed
	"Erie County, NY"	"36029"	50	925528	5.4023
	"Essex County, NY"	"36031"	Suppressed	37956	Suppressed
	"Franklin County, NY"	"36033"	Suppressed	51116	Suppressed
	"Fulton County, NY"	"36035"	Suppressed	53877	Suppressed
	"Genesee County, NY"	"36037"	Suppressed	57956	Suppressed
	"Greene County, NY"	"36039"	Suppressed	47470	Suppressed
	"Hamilton County, NY"	"36041"	Suppressed	4485	Suppressed
	"Herkimer County, NY"	"36043"	Suppressed	62240	Suppressed
	"Jefferson County, NY"	"36045"	Suppressed	114187	Suppressed
	"Kings County, NY"	"36047"	124	2648771	4.6814
	"Lewis County, NY"	"36049"	Suppressed	26551	Suppressed
	"Livingston County, NY"	"36051"	Suppressed	63799	Suppressed
	"Madison County, NY"	"36053"	Suppressed	70965	Suppressed
	"Monroe County, NY"	"36055"	38	747642	5.0826
	"Montgomery County, NY"	"36057"	Suppressed	49258	Suppressed
	"Nassau County, NY"	"36059"	30	1369514	2.1906
	"New York County, NY"	"36061"	38	1664727	2.2827
	"Niagara County, NY"	"36063"	Suppressed	211328	Suppressed
	"Oneida County, NY"	"36065"	Suppressed	231332	Suppressed
	"Onondaga County, NY"	"36067"	25	465398	5.3717
	"Ontario County, NY"	"36069"	Suppressed	109899	Suppressed
	"Orange County, NY"	"36071"	Suppressed	382226	Suppressed
	"Orleans County, NY"	"36073"	Suppressed	40983	Suppressed
	"Oswego County, NY"	"36075"	Suppressed	118478	Suppressed
	"Otsego County, NY"	"36077"	Suppressed	60094	Suppressed
	"Putnam County, NY"	"36079"	Suppressed	99323	Suppressed
	"Queens County, NY"	"36081"	46	2358582	1.9503
	"Rensselaer County, NY"	"36083"	Suppressed	159722	Suppressed
	"Richmond County, NY"	"36085"	12	479458	Unreliable
	"Rockland County, NY"	"36087"	Suppressed	328868	Suppressed
	"St. Lawrence County, NY"	"36089"	Suppressed	109623	Suppressed
	"Saratoga County, NY"	"36091"	Suppressed	229869	Suppressed
	"Schenectady County, NY"	"36093"	Suppressed	155565	Suppressed
	"Schoharie County, NY"	"36095"	Suppressed	31420	Suppressed
	"Schuyler County, NY"	"36097"	Suppressed	18000	Suppressed
	"Seneca County, NY"	"36099"	Suppressed	34498	Suppressed
	"Steuben County, NY"	"36101"	Suppressed	96281	Suppressed
	"Suffolk County, NY"	"36103"	24	1492953	1.6076
	"Sullivan County, NY"	"36105"	Suppressed	75485	Suppressed
	"Tioga County, NY"	"36107"	Suppressed	48578	Suppressed
	"Tompkins County, NY"	"36109"	Suppressed	104802	Suppressed
	"Ulster County, NY"	"36111"	Suppressed	179417	Suppressed
	"Warren County, NY"	"36113"	Suppressed	64532	Suppressed
	"Washington County, NY"	"36115"	Suppressed	61620	Suppressed
	"Wayne County, NY"	"36117"	Suppressed	90670	Suppressed
	"Westchester County, NY"	"36119"	25	980244	2.5504
	"Wyoming County, NY"	"36121"	Suppressed	40493	Suppressed
	"Yates County, NY"	"36123"	Suppressed	24955	Suppressed
	"Alamance County, NC"	"37001"	11	162391	Unreliable
	"Alexander County, NC"	"37003"	Suppressed	37286	Suppressed
	"Alleghany County, NC"	"37005"	Suppressed	11031	Suppressed
	"Anson County, NC"	"37007"	Suppressed	24991	Suppressed
	"Ashe County, NC"	"37009"	Suppressed	26957	Suppressed
	"Avery County, NC"	"37011"	Suppressed	17536	Suppressed
	"Beaufort County, NC"	"37013"	Suppressed	47088	Suppressed
	"Bertie County, NC"	"37015"	Suppressed	19224	Suppressed
	"Bladen County, NC"	"37017"	Suppressed	33478	Suppressed
	"Brunswick County, NC"	"37019"	Suppressed	130897	Suppressed
	"Buncombe County, NC"	"37021"	10	257607	Unreliable
	"Burke County, NC"	"37023"	Suppressed	89293	Suppressed
	"Cabarrus County, NC"	"37025"	Suppressed	206872	Suppressed
	"Caldwell County, NC"	"37027"	Suppressed	81981	Suppressed
	"Camden County, NC"	"37029"	Suppressed	10581	Suppressed
	"Carteret County, NC"	"37031"	Suppressed	68881	Suppressed
	"Caswell County, NC"	"37033"	Suppressed	22646	Suppressed
	"Catawba County, NC"	"37035"	14	157974	Unreliable
	"Chatham County, NC"	"37037"	Suppressed	71472	Suppressed
	"Cherokee County, NC"	"37039"	Suppressed	28087	Suppressed
	"Chowan County, NC"	"37041"	Suppressed	14105	Suppressed
	"Clay County, NC"	"37043"	Suppressed	11074	Suppressed
	"Cleveland County, NC"	"37045"	Suppressed	97334	Suppressed
	"Columbus County, NC"	"37047"	13	55936	Unreliable
	"Craven County, NC"	"37049"	Suppressed	102578	Suppressed
	"Cumberland County, NC"	"37051"	39	332546	11.7277
	"Currituck County, NC"	"37053"	Suppressed	26331	Suppressed
	"Dare County, NC"	"37055"	Suppressed	36099	Suppressed
	"Davidson County, NC"	"37057"	Suppressed	165466	Suppressed
	"Davie County, NC"	"37059"	Suppressed	42456	Suppressed
	"Duplin County, NC"	"37061"	Suppressed	59039	Suppressed
	"Durham County, NC"	"37063"	28	311640	8.9847
	"Edgecombe County, NC"	"37065"	Suppressed	52747	Suppressed
	"Forsyth County, NC"	"37067"	31	376320	8.2377
	"Franklin County, NC"	"37069"	10	66168	Unreliable
	"Gaston County, NC"	"37071"	10	220182	Unreliable
	"Gates County, NC"	"37073"	Suppressed	11544	Suppressed
	"Graham County, NC"	"37075"	Suppressed	8541	Suppressed
	"Granville County, NC"	"37077"	Suppressed	59557	Suppressed
	"Greene County, NC"	"37079"	Suppressed	21015	Suppressed
	"Guilford County, NC"	"37081"	50	526953	9.4885
	"Halifax County, NC"	"37083"	12	51310	Unreliable
	"Harnett County, NC"	"37085"	10	132754	Unreliable
	"Haywood County, NC"	"37087"	Suppressed	61084	Suppressed
	"Henderson County, NC"	"37089"	Suppressed	115708	Suppressed
	"Hertford County, NC"	"37091"	Suppressed	23906	Suppressed
	"Hoke County, NC"	"37093"	Suppressed	54116	Suppressed
	"Hyde County, NC"	"37095"	Suppressed	5363	Suppressed
	"Iredell County, NC"	"37097"	Suppressed	175711	Suppressed
	"Jackson County, NC"	"37099"	Suppressed	42973	Suppressed
	"Johnston County, NC"	"37101"	Suppressed	196708	Suppressed
	"Jones County, NC"	"37103"	Suppressed	9597	Suppressed
	"Lee County, NC"	"37105"	Suppressed	60430	Suppressed
	"Lenoir County, NC"	"37107"	Suppressed	56883	Suppressed
	"Lincoln County, NC"	"37109"	Suppressed	82403	Suppressed
	"McDowell County, NC"	"37111"	Suppressed	45159	Suppressed
	"Macon County, NC"	"37113"	Suppressed	34732	Suppressed
	"Madison County, NC"	"37115"	Suppressed	21746	Suppressed
	"Martin County, NC"	"37117"	Suppressed	22789	Suppressed
	"Mecklenburg County, NC"	"37119"	92	1076837	8.5435
	"Mitchell County, NC"	"37121"	Suppressed	15072	Suppressed
	"Montgomery County, NC"	"37123"	Suppressed	27435	Suppressed
	"Moore County, NC"	"37125"	Suppressed	97264	Suppressed
	"Nash County, NC"	"37127"	10	93991	Unreliable
	"New Hanover County, NC"	"37129"	20	227198	8.8029
	"Northampton County, NC"	"37131"	Suppressed	19862	Suppressed
	"Onslow County, NC"	"37133"	11	193893	Unreliable
	"Orange County, NC"	"37135"	Suppressed	144946	Suppressed
	"Pamlico County, NC"	"37137"	Suppressed	12689	Suppressed
	"Pasquotank County, NC"	"37139"	Suppressed	39743	Suppressed
	"Pender County, NC"	"37141"	Suppressed	60958	Suppressed
	"Perquimans County, NC"	"37143"	Suppressed	13474	Suppressed
	"Person County, NC"	"37145"	Suppressed	39370	Suppressed
	"Pitt County, NC"	"37147"	Suppressed	179042	Suppressed
	"Polk County, NC"	"37149"	Suppressed	20558	Suppressed
	"Randolph County, NC"	"37151"	10	143282	Unreliable
	"Richmond County, NC"	"37153"	Suppressed	44798	Suppressed
	"Robeson County, NC"	"37155"	24	132606	18.0987
	"Rockingham County, NC"	"37157"	Suppressed	90949	Suppressed
	"Rowan County, NC"	"37159"	12	140644	Unreliable
	"Rutherford County, NC"	"37161"	Suppressed	66551	Suppressed
	"Sampson County, NC"	"37163"	Suppressed	63430	Suppressed
	"Scotland County, NC"	"37165"	Suppressed	35093	Suppressed
	"Stanly County, NC"	"37167"	Suppressed	61482	Suppressed
	"Stokes County, NC"	"37169"	Suppressed	45717	Suppressed
	"Surry County, NC"	"37171"	Suppressed	72224	Suppressed
	"Swain County, NC"	"37173"	Suppressed	14294	Suppressed
	"Transylvania County, NC"	"37175"	Suppressed	33956	Suppressed
	"Tyrrell County, NC"	"37177"	Suppressed	4052	Suppressed
	"Union County, NC"	"37179"	Suppressed	231366	Suppressed
	"Vance County, NC"	"37181"	11	44211	Unreliable
	"Wake County, NC"	"37183"	27	1072203	2.5182
	"Warren County, NC"	"37185"	Suppressed	19883	Suppressed
	"Washington County, NC"	"37187"	Suppressed	12012	Suppressed
	"Watauga County, NC"	"37189"	Suppressed	55121	Suppressed
	"Wayne County, NC"	"37191"	14	124172	Unreliable
	"Wilkes County, NC"	"37193"	Suppressed	68576	Suppressed
	"Wilson County, NC"	"37195"	Suppressed	81671	Suppressed
	"Yadkin County, NC"	"37197"	Suppressed	37774	Suppressed
	"Yancey County, NC"	"37199"	Suppressed	17744	Suppressed
	"Adams County, ND"	"38001"	Suppressed	2318	Suppressed
	"Barnes County, ND"	"38003"	Suppressed	10734	Suppressed
	"Benson County, ND"	"38005"	Suppressed	6936	Suppressed
	"Billings County, ND"	"38007"	Suppressed	940	Suppressed
	"Bottineau County, ND"	"38009"	Suppressed	6530	Suppressed
	"Bowman County, ND"	"38011"	Suppressed	3166	Suppressed
	"Burke County, ND"	"38013"	Suppressed	2131	Suppressed
	"Burleigh County, ND"	"38015"	Suppressed	95030	Suppressed
	"Cass County, ND"	"38017"	Suppressed	177787	Suppressed
	"Cavalier County, ND"	"38019"	Suppressed	3762	Suppressed
	"Dickey County, ND"	"38021"	Suppressed	4861	Suppressed
	"Divide County, ND"	"38023"	Suppressed	2288	Suppressed
	"Dunn County, ND"	"38025"	Suppressed	4289	Suppressed
	"Eddy County, ND"	"38027"	Suppressed	2316	Suppressed
	"Emmons County, ND"	"38029"	Suppressed	3301	Suppressed
	"Foster County, ND"	"38031"	Suppressed	3257	Suppressed
	"Golden Valley County, ND"	"38033"	Suppressed	1789	Suppressed
	"Grand Forks County, ND"	"38035"	Suppressed	70795	Suppressed
	"Grant County, ND"	"38037"	Suppressed	2376	Suppressed
	"Griggs County, ND"	"38039"	Suppressed	2258	Suppressed
	"Hettinger County, ND"	"38041"	Suppressed	2483	Suppressed
	"Kidder County, ND"	"38043"	Suppressed	2482	Suppressed
	"LaMoure County, ND"	"38045"	Suppressed	4087	Suppressed
	"Logan County, ND"	"38047"	Suppressed	1918	Suppressed
	"McHenry County, ND"	"38049"	Suppressed	5900	Suppressed
	"McIntosh County, ND"	"38051"	Suppressed	2606	Suppressed
	"McKenzie County, ND"	"38053"	Suppressed	12724	Suppressed
	"McLean County, ND"	"38055"	Suppressed	9685	Suppressed
	"Mercer County, ND"	"38057"	Suppressed	8465	Suppressed
	"Morton County, ND"	"38059"	Suppressed	30796	Suppressed
	"Mountrail County, ND"	"38061"	Suppressed	10265	Suppressed
	"Nelson County, ND"	"38063"	Suppressed	2937	Suppressed
	"Oliver County, ND"	"38065"	Suppressed	1940	Suppressed
	"Pembina County, ND"	"38067"	Suppressed	6972	Suppressed
	"Pierce County, ND"	"38069"	Suppressed	4099	Suppressed
	"Ramsey County, ND"	"38071"	Suppressed	11519	Suppressed
	"Ransom County, ND"	"38073"	Suppressed	5297	Suppressed
	"Renville County, ND"	"38075"	Suppressed	2463	Suppressed
	"Richland County, ND"	"38077"	Suppressed	16351	Suppressed
	"Rolette County, ND"	"38079"	Suppressed	14531	Suppressed
	"Sargent County, ND"	"38081"	Suppressed	3858	Suppressed
	"Sheridan County, ND"	"38083"	Suppressed	1353	Suppressed
	"Sioux County, ND"	"38085"	Suppressed	4376	Suppressed
	"Slope County, ND"	"38087"	Suppressed	771	Suppressed
	"Stark County, ND"	"38089"	Suppressed	30209	Suppressed
	"Steele County, ND"	"38091"	Suppressed	1917	Suppressed
	"Stutsman County, ND"	"38093"	Suppressed	21087	Suppressed
	"Towner County, ND"	"38095"	Suppressed	2253	Suppressed
	"Traill County, ND"	"38097"	Suppressed	8013	Suppressed
	"Walsh County, ND"	"38099"	Suppressed	10855	Suppressed
	"Ward County, ND"	"38101"	Suppressed	68946	Suppressed
	"Wells County, ND"	"38103"	Suppressed	4022	Suppressed
	"Williams County, ND"	"38105"	Suppressed	33349	Suppressed
	"Adams County, OH"	"39001"	Suppressed	27726	Suppressed
	"Allen County, OH"	"39003"	Suppressed	103198	Suppressed
	"Ashland County, OH"	"39005"	Suppressed	53628	Suppressed
	"Ashtabula County, OH"	"39007"	24	97807	24.5381
	"Athens County, OH"	"39009"	Suppressed	66597	Suppressed
	"Auglaize County, OH"	"39011"	Suppressed	45778	Suppressed
	"Belmont County, OH"	"39013"	Suppressed	68029	Suppressed
	"Brown County, OH"	"39015"	Suppressed	43576	Suppressed
	"Butler County, OH"	"39017"	16	380604	Unreliable
	"Carroll County, OH"	"39019"	Suppressed	27385	Suppressed
	"Champaign County, OH"	"39021"	Suppressed	38840	Suppressed
	"Clark County, OH"	"39023"	11	134557	Unreliable
	"Clermont County, OH"	"39025"	Suppressed	204214	Suppressed
	"Clinton County, OH"	"39027"	Suppressed	42009	Suppressed
	"Columbiana County, OH"	"39029"	Suppressed	103077	Suppressed
	"Coshocton County, OH"	"39031"	Suppressed	36544	Suppressed
	"Crawford County, OH"	"39033"	Suppressed	41746	Suppressed
	"Cuyahoga County, OH"	"39035"	178	1248514	14.2569
	"Darke County, OH"	"39037"	Suppressed	51536	Suppressed
	"Defiance County, OH"	"39039"	Suppressed	38156	Suppressed
	"Delaware County, OH"	"39041"	Suppressed	200464	Suppressed
	"Erie County, OH"	"39043"	Suppressed	74817	Suppressed
	"Fairfield County, OH"	"39045"	Suppressed	154733	Suppressed
	"Fayette County, OH"	"39047"	Suppressed	28752	Suppressed
